sleep_hours,work_intensity,stress_level,mood_score,daily_performance_score
7.745071229516849,7.798710873172004,3.649643450051237,2.184384884245218,58.04886373756165
6.792603548243223,6.849267365825538,4.710962658568964,4.279229978440997,59.66308090757045
7.971532807151039,5.119260739840349,3.415160158000077,5.172788933156712,65.55734775112433
9.284544784612038,3.706126444588852,4.384076940721919,9.775375314680382,80.78367636969728
6.648769937914996,6.39644662722718,1.2127706660924287,7.113106249067516,68.82079790122839
6.648794564576229,5.786970770843499,5.426587414745877,3.3290368618002173,54.436993014560706
9.368819223261088,6.790386440055465,5.002410950724449,6.972072578835274,65.48252763788246
8.151152093729364,6.270343603363939,3.3658227378636187,2.905392022123269,59.752665577289
6.295788421097572,7.09910543063867,6.31849133686481,8.165382107774146,65.40656055264091
7.8138400653789475,3.9295295768788643,6.875140275253116,5.057750696364243,57.080204776244976
6.304873460781307,7.634788131268651,1.7848802712620517,5.812727622521658,70.23362597426565
6.301405369644614,5.395199209384799,3.4745504428675718,8.65159329508438,65.82501522230666
7.362943407349051,9.150521745250531,3.4617153004254035,3.4256728628315,62.93755844575115
4.130079633013303,3.6216243638208643,3.120193797782271,3.2057636297740175,44.82802544639442
4.412623251230451,8.4719276063305,6.658949683863497,4.83280134730799,52.624235402611646
6.1565687061385415,5.395821566925296,4.612347722454393,8.076757702038634,64.3987665179574
5.480753319498364,3.6971639927711033,4.470970317378779,2.961307849046315,44.509055633569375
7.471370998892911,4.032228331891357,1.0,1.0,55.84760212002206
5.637963886718183,4.3593053836113596,6.2708360604184525,5.097682283182002,48.96215422530533
4.881544447997063,5.848331892803833,2.521483210293055,7.103481599821841,63.953025723006554
9.19847315338233,6.0456709760709995,5.119865260532657,8.400523499477659,86.1465640685069
6.661335549270197,3.852599992122842,5.554753875916384,5.073677275829202,50.17572538381188
7.101292307031886,4.951290815478035,7.7213171916773025,5.177146785767995,48.69364921378527
4.862877720679815,9.284540717223727,2.382359201761776,8.307801468511494,77.87336687257037
6.183425913212226,8.455086340201422,1.0,2.260516600609159,60.18906243563488
7.166383884564799,5.872647339348064,5.36769908950739,5.222958449633982,59.602987998399776
5.273509633866546,5.076006956336401,8.601022363021707,6.380847779850115,47.73084181562587
