sleep_hours,work_intensity,stress_level,mood_score,daily_performance_score
7.745071229516849,2.507343240331628,3.4947339393366565,8.598622555909113,37.59446185741172
6.792603548243223,1.9411105630096022,3.813760755814838,7.931433902201482,26.514252558363374
7.971532807151039,6.72787224589273,3.941948264698349,8.60033520488112,66.37218031403656
9.284544784612038,7.35828153838211,3.9128146183335133,9.396882485267168,80.27104449470757
6.648769937914996,1.2842753034307783,2.805811580022258,8.147518488742321,31.43863137748974
6.648794564576229,9.42591021619321,4.795990427486434,7.550479610499807,75.68380941026562
9.368819223261088,1.4677415528632518,2.3448118258244883,9.917847986209306,41.359069670211156
8.151152093729364,5.871667017709634,4.1504184014669745,8.645565735797526,59.603069752647336
6.295788421097572,7.381544675058247,5.1765658913596315,7.224503285250654,63.976219989282065
7.8138400653789475,8.83872211371477,2.996958615958023,8.789216454439963,76.55363612561983
6.304873460781307,7.4267823891918505,4.637047295708336,7.391809887756283,67.40562379197486
6.301405369644614,8.215552747628127,4.162849847480819,7.5319882675425225,60.13574503369767
7.362943407349051,4.0550517328852544,5.185652412719357,7.862070320593624,47.27516470726635
4.130079633013303,8.33342602371861,6.717247942261299,5.462873397129592,60.428894306533074
4.412623251230451,1.7210336174620764,8.371092084768646,5.136246325307677,0.0
6.1565687061385415,9.05334990454475,5.014084221274546,7.189715957300761,87.55003686934324
5.480753319498364,5.928331385383626,4.906990577490847,6.816354818451765,52.79545830600889
7.471370998892911,8.355679929662443,2.509188808272844,8.730065956853892,71.02014497356615
5.637963886718183,5.070864560664702,3.686489214369508,7.276831567720057,46.0334873992989
4.881544447997063,6.792199256768725,4.510628498596859,6.57573811921918,44.12557461656886
9.19847315338233,5.737623948425019,2.9083481283056183,9.646579453537711,68.49862812908863
6.661335549270197,7.584305695797987,5.179656583813776,7.442904354417985,62.986546244845094
7.101292307031886,1.7346698382753063,2.7377754523423574,8.439442748516424,38.181824671644975
4.862877720679815,1.5431687559150742,7.004736137532264,5.81630579114821,17.98779187765026
6.183425913212226,3.223929106091318,4.57019821774678,7.338996082603301,37.345385068773496
7.166383884564799,2.435902121018695,4.413685904333709,7.975724559438766,34.87338278124891
5.273509633866546,8.846052099329814,7.393412921162188,5.946081903971271,76.83985155803553
7.563547027518508,2.9729258862223986,4.846001693850725,8.084327708355886,41.835041990309605
6.099041965121793,9.782787302372181,4.852235779996733,7.203754445074056,87.33091187051865
6.562459375310085,4.032062125939961,3.858840274336644,7.779823542885057,49.050149862668206
6.097440081655905,2.6390612411982937,2.970232533345971,7.767394288989752,36.375026160433784
9.778417276763406,8.107286564282312,1.4581128593468544,10.0,88.38319349476139
6.979754162893099,6.928369979507885,4.205066430857826,7.926332568478511,66.87912645447378
5.41343360656615,5.483761448078251,4.682073587595895,6.843438087660921,38.01746674916337
8.233817368154783,5.998271958438681,3.281689138383869,8.95578367937771,64.13362521947144
5.168734525043467,7.472816004450374,5.941864262923994,6.318681436148882,63.25263430594649
7.313295392507133,3.0560926719816885,3.924507704186215,8.210624924248414,42.4608852692971
4.060494814180337,9.967005244510677,6.101601567832271,5.605816418158521,61.375729987576456
5.007720926652354,9.773138459321048,6.162477930644845,6.1558891767979595,71.99027634586959
7.295291853803685,6.852931177122432,4.60570716652646,7.9954629623242734,74.76194743097288
8.107699869993116,2.7958820583623063,2.4234410265626605,9.13758761402707,51.58940163227667
7.257052421784956,7.122054181881622,5.605290442318305,7.672644320375482,67.15595869555969
6.826527576417639,1.6497856808125826,4.440189806581626,7.763859603876096,36.43324612611054
6.548344456616067,1.2758725198522547,4.780174057651994,7.494954456674042,25.934407606979526
4.782217014448859,3.3191459966009234,6.882440811697469,5.804597965160075,22.58907030552733
5.920233687407937,5.163606610653847,5.497029181337152,6.903031458043617,43.79779145487088
6.309041843560319,8.814452548675424,5.90590315906499,7.013654158416695,81.05846651716647
8.585683339328373,7.544521627896772,3.418577493739125,9.125836755475285,75.4920550827085
7.515427434352692,7.684358690799829,3.375220677877408,8.496690257248392,71.01573750012393
4.355439766955899,4.829440010032679,6.877151711641382,5.550118346681125,36.91181565207101
7.486125954092192,4.113414932922666,2.8673730294055835,8.63146366363364,59.890110371803196
6.422376579375525,4.339348866861425,4.970658442276102,7.362228414942484,54.39224791913289
5.984616999541062,9.88884607362452,5.179076409722689,7.037047276807831,89.3798585738368
7.917514433261302,1.3609827227123423,3.4578715961184185,8.713147181121254,34.553719507372406
8.546499283743927,8.803283465102037,3.0342630615659276,9.217620651776578,85.97093397999032
8.396920178674298,6.208078677151541,1.400614811562922,9.617967663735701,59.90865337272037
5.741173715166042,4.947538772706315,4.8583361201262045,6.987203393061764,53.87676492069691
6.5361814362231785,7.527318943736229,4.863899752162572,7.462538936085135,60.27428153091905
7.496895147105346,5.380020472822325,4.162340274313123,8.249435005969271,59.08574116411811
8.463317690683539,8.860809142734945,2.20167070652721,9.41748940245196,78.74654617014758
6.281238643232065,9.106316776101327,6.240716926279048,6.8965281080555245,71.66614322955125
6.721511535004274,4.795488341861098,3.7566159237820798,7.90592214386794,46.09149495681597
5.340497538990958,3.4914501751154643,6.69705916933397,6.195180772594384,32.14425495701094
5.205690063878993,6.33115295734026,6.26264231076849,6.244621345096849,49.30103954888234
8.218788733591296,9.211270110550219,2.7787417032831594,9.09765072916983,82.46922570875829
9.034360042856235,2.895959701050999,4.5478228583245235,9.056269168216385,54.840430221410166
6.891984817629499,6.606699252071345,3.29277531413992,8.147358296335723,56.752017336067034
8.505299346838036,6.684041980832685,4.114914696139572,8.86870519926095,72.31686286698977
7.542454037571451,7.5980172017375285,4.966619087985817,8.035486696147125,78.12553833310538
6.032320368092313,2.1841091661453382,4.503523496449503,7.268335171920537,28.127637910863186
7.5420934082626205,7.442424682138797,5.358790573454232,7.917618872921303,67.22563504107225
9.307054849698954,9.181292685990769,2.3043096056418833,9.892940028126807,89.5034361462467
6.946260941335073,2.6171479798321777,4.731684876211799,7.7482511019375035,44.18013448368565
9.346965483721009,3.1378899243148988,2.7827494517944134,9.773354454694282,54.6540309274832
3.0703823438653837,9.742555846374756,7.4093853834371455,4.619413791288086,59.39657180749865
8.232853756562836,2.628792574385408,4.224525267909513,8.672354673564847,47.28494909202088
7.130570602357257,8.689465840326212,5.089032238666407,7.751632689814432,70.82250005694353
6.551488974301199,5.430500708032313,3.01027684732086,8.027810330384462,56.928063968110656
7.137641164803253,3.2250796696285935,5.594227311035549,7.604316505571287,44.94915474797765
4.018646628098661,8.836749111452603,5.122590709485397,5.874410764013577,59.83145912093841
6.670492168243732,5.007747295023989,5.696152469746671,7.293449560022237,47.130517096025926
7.53566885726762,5.633356185367211,5.098170051013487,7.991950299056525,55.18016695794308
9.216841067112274,4.233100324597891,1.535560716094983,10.0,62.48303613271086
6.222594672589529,6.3365576629143465,4.611109973973791,7.350223811361579,63.633460531204356
5.787259595660219,2.4717148532652047,4.2644876549858886,7.193009460900365,28.004181487692442
6.247364434623195,4.519733829865846,4.787187422012708,7.312262434170105,48.61037504232916
8.373103176553112,9.724710901017588,2.9934831745717685,9.125816953560337,78.52445142391888
